City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
292,Chuy,UY,-33.6971,-53.4616,63.88,80,0,6.78,2022-01-30 04:27:49
293,Chapais,CA,49.7834,-74.8492,-25.82,100,21,3.04,2022-01-30 04:29:47
294,Carmen,MX,18.6333,-91.8333,70.66,67,92,17.09,2022-01-30 04:29:48
295,Hambantota,LK,6.1241,81.1185,82.74,83,75,4.61,2022-01-30 04:29:48
296,Gebre Guracha,ET,9.8,38.4,50.23,51,47,3.49,2022-01-30 04:29:48
297,Bereda,ES,43.2686,-7.5406,38.57,98,58,1.03,2022-01-30 04:29:48
298,Cherskiy,RU,68.75,161.3,-28.14,100,92,3.06,2022-01-30 04:28:55
299,Magistralnyy,RU,56.1725,107.4458,-3.41,94,100,2.71,2022-01-30 04:29:49
300,Paraiso,CR,9.8383,-83.8656,67.06,88,83,4.21,2022-01-30 04:29:50
301,Santa Rosa,PH,14.3122,121.1114,89.1,66,45,10.36,2022-01-30 04:29:50
302,Leningradskiy,RU,69.3833,178.4167,-11.2,91,71,4.16,2022-01-30 04:29:50
303,Malakal,SS,9.5334,31.6605,68.54,20,12,7.87,2022-01-30 04:29:51
304,Qaqortoq,GL,60.7167,-46.0333,14.5,85,100,10.2,2022-01-30 04:29:11
305,Ankang,CN,32.68,109.0172,43.61,56,100,1.5,2022-01-30 04:29:51
306,Evanston,US,42.0411,-87.6901,22.1,66,40,4.0,2022-01-30 04:25:50
307,Colceag,RO,44.95,26.35,28.58,55,97,10.83,2022-01-30 04:29:52
308,Cockburn Town,TC,21.4612,-71.1419,77.36,71,0,12.24,2022-01-30 04:26:54
309,Rabo De Peixe,PT,37.8,-25.5833,56.71,92,40,4.61,2022-01-30 04:29:52
310,Baoqing,CN,46.3317,132.2111,9.32,74,92,14.32,2022-01-30 04:29:52
311,San Vicente,AR,-26.6167,-54.1333,61.32,93,45,2.77,2022-01-30 04:25:33
312,Richards Bay,ZA,-28.783,32.0377,69.66,86,3,2.19,2022-01-30 04:29:53
313,Takoradi,GH,4.8845,-1.7554,77.45,90,45,2.84,2022-01-30 04:29:53
314,Pimentel,PE,-6.8367,-79.9342,70.43,80,100,12.15,2022-01-30 04:29:54
315,Taltal,CL,-25.4,-70.4833,65.35,79,4,1.66,2022-01-30 04:29:54
316,Gold Coast,AU,-28.0,153.4333,88.25,82,100,1.99,2022-01-30 04:27:12
317,Doha,QA,25.2867,51.5333,58.98,74,0,8.05,2022-01-30 04:27:08
318,Upernavik,GL,72.7868,-56.1549,-7.51,99,100,5.17,2022-01-30 04:30:54
319,Yangambi,CD,0.8102,24.4336,65.43,54,10,2.28,2022-01-30 04:30:55
320,Atkinson,US,42.8384,-71.147,12.45,80,40,11.01,2022-01-30 04:30:55
321,Poum,NC,-20.2333,164.0167,81.97,76,100,8.5,2022-01-30 04:30:56
322,Tuatapere,NZ,-46.1333,167.6833,67.75,66,100,2.42,2022-01-30 04:30:56
323,Buraydah,SA,26.326,43.975,48.65,40,0,12.33,2022-01-30 04:30:57
324,Gusinoye Ozero,RU,51.1144,106.2614,0.61,90,54,3.18,2022-01-30 04:30:58
325,Paka,MY,4.6374,103.4368,85.98,70,40,3.44,2022-01-30 04:30:58
326,Seydi,TM,39.4816,62.9137,37.24,66,88,10.89,2022-01-30 04:30:59
327,Luang Prabang,LA,19.8856,102.1347,69.76,64,0,2.3,2022-01-30 04:30:59
328,Forbes,AU,-33.3833,148.0167,88.92,36,26,9.66,2022-01-30 04:30:59
329,Yulara,AU,-25.2406,130.9889,89.44,48,75,19.57,2022-01-30 04:31:00
330,Lubartow,PL,51.4603,22.6095,39.65,84,92,27.38,2022-01-30 04:31:00
331,Saint-Felicien,CA,48.6501,-72.4491,-3.32,65,100,11.5,2022-01-30 04:31:01
332,Mount Isa,AU,-20.7333,139.5,85.77,58,100,13.8,2022-01-30 04:31:01
333,Klaksvik,FO,62.2266,-6.589,32.92,65,100,10.09,2022-01-30 04:31:01
334,Sorong,ID,-0.8833,131.25,83.64,71,100,7.27,2022-01-30 04:30:33
335,Batemans Bay,AU,-35.7167,150.1833,84.99,73,67,7.11,2022-01-30 04:31:02
336,Aklavik,CA,68.2191,-135.0107,-17.57,89,100,5.1,2022-01-30 04:31:03
337,Nalut,LY,30.3333,10.85,39.13,88,0,5.99,2022-01-30 04:31:03
338,Beyneu,KZ,45.3167,55.2,29.35,77,100,7.25,2022-01-30 04:31:03
339,Dvinskoy,RU,62.1535,45.1175,7.57,97,93,6.15,2022-01-30 04:31:04
340,Cartagena,CO,10.3997,-75.5144,76.62,78,0,8.05,2022-01-30 04:30:01
341,Huilong,CN,31.8111,121.655,49.03,52,54,13.76,2022-01-30 04:31:05
342,Antofagasta,CL,-23.65,-70.4,63.68,82,55,3.85,2022-01-30 04:28:41
343,Kloulklubed,PW,7.0419,134.2556,84.7,67,68,12.66,2022-01-30 04:31:05
344,Sunrise Manor,US,36.2111,-115.0731,57.22,16,75,0.0,2022-01-30 04:31:06
345,Kargil,IN,34.5667,76.1,-1.19,93,95,2.42,2022-01-30 04:31:06
346,Srandakan,ID,-7.9386,110.2506,75.72,69,83,6.6,2022-01-30 04:31:07
347,Hurghada,EG,27.2574,33.8129,51.84,46,0,10.36,2022-01-30 04:31:07
348,Ostersund,SE,63.1792,14.6357,28.62,93,100,10.36,2022-01-30 04:31:07
349,Buguruslan,RU,53.6554,52.442,12.79,96,99,4.7,2022-01-30 04:31:08
350,Pueblo Nuevo,MX,23.3833,-105.3833,46.6,66,0,5.01,2022-01-30 04:31:08
351,Faranah,GN,10.0404,-10.7434,68.99,26,4,1.21,2022-01-30 04:31:09
352,Lakatoro,VU,-16.0999,167.4164,78.08,92,100,6.31,2022-01-30 04:31:09
353,Turukhansk,RU,65.8167,87.9833,0.57,95,100,9.19,2022-01-30 04:31:10
354,Statesboro,US,32.4488,-81.7832,32.14,50,0,0.0,2022-01-30 04:26:38
355,Yafran,LY,32.0633,12.5286,42.04,83,70,12.19,2022-01-30 04:31:10
356,Sirsa,IN,29.5333,75.0167,63.21,39,5,6.06,2022-01-30 04:31:10
357,Auki,SB,-8.7676,160.7034,83.89,78,96,8.72,2022-01-30 04:31:11
358,Kita,ML,13.0349,-9.4895,71.78,18,2,6.38,2022-01-30 04:31:12
359,Santa Cruz De La Palma,ES,28.6835,-17.7642,60.94,67,100,8.05,2022-01-30 04:31:12
360,Bengkulu,ID,-3.8004,102.2655,84.78,68,100,7.87,2022-01-30 04:31:12
361,Ahipara,NZ,-35.1667,173.1667,74.14,55,65,4.16,2022-01-30 04:31:13
362,Walvis Bay,NA,-22.9575,14.5053,64.09,88,65,9.22,2022-01-30 04:31:13
363,Manaure,CO,11.7751,-72.4445,74.64,82,81,7.63,2022-01-30 04:31:14
364,Mahalapye,BW,-23.1041,26.8142,67.03,85,99,12.66,2022-01-30 04:32:14
365,Acapulco,MX,16.8634,-99.8901,80.42,78,20,8.05,2022-01-30 04:29:55
366,Kismayo,SO,-0.3582,42.5454,79.07,73,99,14.79,2022-01-30 04:32:15
367,Zyryanka,RU,65.75,150.85,-24.27,100,93,1.88,2022-01-30 04:32:15
368,Mbekenyera,TZ,-10.0,38.9833,71.49,94,84,2.01,2022-01-30 04:32:15
369,Yar-Sale,RU,66.8333,70.8333,-10.37,99,95,8.63,2022-01-30 04:32:16
370,Chulman,RU,56.8479,124.9104,-5.21,91,100,8.59,2022-01-30 04:32:16
371,Kuytun,RU,54.3419,101.5036,-4.34,97,93,2.66,2022-01-30 04:32:16
372,Shache,CN,38.4167,77.2406,33.37,32,22,4.61,2022-01-30 04:32:17
373,Tiksi,RU,71.6872,128.8694,-10.23,97,51,2.46,2022-01-30 04:32:17
374,Ponta Delgada,PT,37.7333,-25.6667,57.92,67,40,4.61,2022-01-30 04:32:18
375,Pangnirtung,CA,66.1451,-65.7125,-11.2,58,100,9.22,2022-01-30 04:32:18
376,Maracaibo,VE,10.6317,-71.6406,76.68,81,74,11.43,2022-01-30 04:31:45
377,Antalaha,MG,-14.9003,50.2788,80.73,67,79,4.61,2022-01-30 04:32:19
378,Quixada,BR,-4.9714,-39.0153,71.67,89,100,0.94,2022-01-30 04:32:19
379,Katsuura,JP,35.1333,140.3,48.11,56,98,10.18,2022-01-30 04:32:19
380,Fuzhou,CN,26.0614,119.3061,49.89,74,97,2.73,2022-01-30 04:29:17
381,Winslow,US,35.0242,-110.6974,33.98,29,0,4.61,2022-01-30 04:32:20
382,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,76,100,8.99,2022-01-30 04:32:20
383,Ponte,PT,41.4706,-8.3299,48.6,55,0,5.75,2022-01-30 04:32:21
384,Shingu,JP,33.7333,135.9833,47.39,44,100,2.75,2022-01-30 04:32:21
385,Taga,RO,46.95,24.05,27.32,97,100,2.55,2022-01-30 04:32:21
386,Kavieng,PG,-2.5744,150.7967,81.86,76,100,2.98,2022-01-30 04:32:22
387,Arlit,NE,18.7369,7.3853,58.08,18,2,5.35,2022-01-30 04:32:22
388,Varzea Grande,BR,-15.6467,-56.1325,75.07,94,75,4.61,2022-01-30 04:32:23
389,Kungurtug,RU,50.5994,97.5228,-5.28,88,39,1.48,2022-01-30 04:32:23
390,Kamaishi,JP,39.2667,141.8833,32.95,52,52,15.77,2022-01-30 04:32:23
391,Meulaboh,ID,4.1363,96.1285,85.73,66,16,4.52,2022-01-30 04:32:24
392,Kalabo,ZM,-14.97,22.6814,63.84,94,100,5.77,2022-01-30 04:32:24
393,Saurimo,AO,-9.6608,20.3916,62.71,96,100,3.58,2022-01-30 04:32:25
394,Bom Jardim,BR,-7.7958,-35.5872,73.74,91,100,2.26,2022-01-30 04:32:25
395,Davila,PH,18.4726,120.5763,78.78,89,100,11.61,2022-01-30 04:32:26
396,Khromtau,KZ,50.2503,58.4347,11.64,95,100,10.56,2022-01-30 04:32:26
397,Keelung,TW,25.1283,121.7419,58.89,88,100,22.17,2022-01-30 04:32:26
398,Wankaner,IN,22.6167,70.9333,65.01,21,0,3.47,2022-01-30 04:32:27
399,Tunceli,TR,39.1083,39.5471,23.86,95,100,2.95,2022-01-30 04:32:27
400,Haines Junction,CA,60.7522,-137.5108,10.35,79,100,8.05,2022-01-30 04:32:28
401,Abha,SA,18.2164,42.5053,51.62,76,0,6.91,2022-01-30 04:32:28
402,Olafsvik,IS,64.8945,-23.7142,36.46,83,100,26.31,2022-01-30 04:32:28
403,Spirit River,CA,55.7833,-118.8361,39.74,65,75,18.28,2022-01-30 04:32:29
404,Vardo,NO,70.3705,31.1107,23.99,76,83,4.79,2022-01-30 04:32:29
405,Kuching,MY,1.55,110.3333,86.22,70,40,5.75,2022-01-30 04:32:30
406,Marshfield,US,44.6689,-90.1718,19.13,67,100,4.61,2022-01-30 04:32:30
407,Isla Mujeres,MX,21.2311,-86.731,60.85,64,96,13.89,2022-01-30 04:32:30
408,Soyo,AO,-6.1349,12.3689,78.28,88,100,4.54,2022-01-30 04:32:31
409,Tessalit,ML,20.1986,1.0114,62.71,17,23,10.54,2022-01-30 04:31:31
410,Tutoia,BR,-2.7619,-42.2744,76.48,85,100,6.15,2022-01-30 04:33:31
411,Namtsy,RU,62.7161,129.6658,-30.89,96,68,1.48,2022-01-30 04:33:32
412,Bathsheba,BB,13.2167,-59.5167,75.81,78,40,14.97,2022-01-30 04:33:33
413,Pontal Do Parana,BR,-25.6533,-48.5128,75.72,93,100,5.32,2022-01-30 04:33:33
414,Jardim,BR,-21.4803,-56.1381,75.96,78,97,3.0,2022-01-30 04:33:34
415,Moerai,PF,-22.4333,-151.3333,79.36,76,24,9.6,2022-01-30 04:33:34
416,Galich,RU,58.3797,42.3475,6.71,99,88,4.94,2022-01-30 04:33:34
417,Tromso,NO,69.6496,18.957,22.37,79,0,3.44,2022-01-30 04:33:34
418,Madimba,TZ,-10.4,40.3333,74.68,92,86,5.77,2022-01-30 04:33:35
419,Wairoa,NZ,-39.0333,177.3667,76.55,59,1,4.0,2022-01-30 04:33:35
420,Benjamin Constant,BR,-4.3831,-70.0311,77.13,74,100,2.21,2022-01-30 04:33:35
421,Shubarshi,KZ,48.5872,57.1869,15.1,96,95,8.23,2022-01-30 04:33:36
422,Alanya,TR,36.5438,31.9998,46.53,64,97,8.03,2022-01-30 04:33:36
423,Bandarbeyla,SO,9.4942,50.8122,76.39,67,100,17.25,2022-01-30 04:33:36
424,Koupela,BF,12.1794,-0.3517,68.36,18,35,12.35,2022-01-30 04:33:37
425,Alofi,NU,-19.0595,-169.9187,84.09,74,100,9.22,2022-01-30 04:33:37
426,Quelimane,MZ,-17.8786,36.8883,78.75,94,40,3.44,2022-01-30 04:33:38
427,Cangzhou,CN,38.3167,116.8667,40.95,35,2,8.1,2022-01-30 04:33:38
428,Daru,PG,-9.0763,143.2092,81.03,78,99,10.71,2022-01-30 04:30:18
429,Noyabrsk,RU,63.1994,75.4507,2.55,95,100,9.1,2022-01-30 04:32:10
430,Yancheng,CN,33.3856,120.1253,43.56,34,45,7.61,2022-01-30 04:33:38
431,Hirara,JP,24.8,125.2833,64.67,88,75,16.11,2022-01-30 04:33:39
432,Burkburnett,US,34.0979,-98.5706,49.78,27,0,1.99,2022-01-30 04:30:14
433,Nador,MA,35.174,-2.9287,55.65,88,0,3.44,2022-01-30 04:33:39
434,Hamilton,US,39.1834,-84.5333,21.36,73,0,1.01,2022-01-30 04:33:40
435,Halifax,CA,44.6453,-63.5724,34.68,99,91,1.99,2022-01-30 04:30:33
436,Nabire,ID,-3.3667,135.4833,84.52,69,97,7.07,2022-01-30 04:33:40
437,Narsaq,GL,60.9167,-46.05,14.22,86,88,3.44,2022-01-30 04:33:40
438,Sobolevo,RU,54.4299,31.8996,24.28,95,100,19.48,2022-01-30 04:33:41
439,Te Anau,NZ,-45.4167,167.7167,65.68,68,100,1.59,2022-01-30 04:33:41
440,Zhuhai,CN,22.2769,113.5678,66.97,67,0,21.85,2022-01-30 04:33:41
441,Margate,GB,51.3813,1.3862,40.87,80,21,5.01,2022-01-30 04:33:42
442,Susurluk,TR,39.9136,28.1578,34.84,91,34,3.02,2022-01-30 04:33:42
443,Scottsbluff,US,41.8666,-103.6672,34.92,52,0,6.91,2022-01-30 04:29:43
444,Faya,SA,18.3851,42.4509,51.91,72,8,4.07,2022-01-30 04:33:43
445,Alta Floresta,BR,-9.8756,-56.0861,69.08,99,100,3.04,2022-01-30 04:33:43
446,Xinyu,CN,27.8043,114.9334,42.67,77,98,5.35,2022-01-30 04:33:44
447,Cam Ranh,VN,11.9214,109.1591,82.36,69,40,8.05,2022-01-30 04:33:44
448,Grindavik,IS,63.8424,-22.4338,34.27,93,20,18.41,2022-01-30 04:33:45
449,Yerbogachen,RU,61.2767,108.0108,-0.2,93,100,4.97,2022-01-30 04:33:45
450,Cap Malheureux,MU,-19.9842,57.6142,84.47,66,73,8.99,2022-01-30 04:31:08
451,Tautira,PF,-17.7333,-149.15,80.01,74,59,8.43,2022-01-30 04:33:45
452,Onega,RU,63.9061,38.1404,11.61,93,100,10.07,2022-01-30 04:33:46
453,Luanda,AO,-8.8368,13.2343,76.96,84,100,3.91,2022-01-30 04:33:46
454,Pisco,PE,-13.7,-76.2167,69.85,78,20,4.61,2022-01-30 04:31:32
455,Fare,PF,-16.7,-151.0167,80.89,72,99,7.58,2022-01-30 04:33:46
456,Togur,RU,58.3631,82.8265,3.49,94,100,5.68,2022-01-30 04:33:47
457,Pozo Colorado,PY,-23.4923,-58.7972,72.75,48,6,5.06,2022-01-30 04:33:47
458,Hillsboro,US,45.5229,-122.9898,42.19,77,0,3.44,2022-01-30 04:30:04
459,Monaco-Ville,FR,43.731,7.4248,55.24,75,40,13.8,2022-01-30 04:34:48
460,Ippy,CF,6.2679,21.2247,65.75,26,6,4.88,2022-01-30 04:34:48
461,Turkmenabat,TM,39.0733,63.5786,33.78,86,99,9.22,2022-01-30 04:34:48
462,Ipixuna,BR,-1.7625,-48.8043,75.15,99,100,2.57,2022-01-30 04:34:49
463,Mazyr,BY,52.0495,29.2456,32.09,97,100,16.87,2022-01-30 04:34:49
464,Los Zacatones,MX,22.95,-102.05,55.65,68,11,11.61,2022-01-30 04:34:49
465,Tandalti,SD,13.0167,31.8667,57.67,19,11,10.07,2022-01-30 04:34:50
466,Husavik,IS,66.0449,-17.3389,33.71,80,100,13.96,2022-01-30 04:34:31
467,Sapa,PH,5.1544,120.3241,83.73,68,94,4.05,2022-01-30 04:34:50
468,Verkh-Usugli,RU,52.7,115.1667,6.53,68,8,2.64,2022-01-30 04:34:50
469,Manaus,BR,-3.1019,-60.025,75.69,94,0,5.75,2022-01-30 04:33:58
470,Inhambane,MZ,-23.865,35.3833,73.38,88,40,7.23,2022-01-30 04:34:51
471,Strezhevoy,RU,60.7333,77.5889,3.18,95,100,7.14,2022-01-30 04:34:51
472,Berbera,SO,10.4396,45.0143,74.14,63,33,5.03,2022-01-30 04:34:52
473,Talitsa,RU,56.8804,60.0213,-14.26,97,100,1.92,2022-01-30 04:34:52
474,Beloha,MG,-25.1667,45.05,78.69,64,58,9.64,2022-01-30 04:34:52
475,Tateyama,JP,34.9833,139.8667,48.47,50,89,6.2,2022-01-30 04:34:53
476,Muravlenko,RU,63.7898,74.523,-3.08,97,93,8.08,2022-01-30 04:34:53
477,Coquimbo,CL,-29.9533,-71.3436,62.33,82,0,3.44,2022-01-30 04:34:53
478,Lumphat,KH,13.4878,106.9816,95.16,37,72,2.62,2022-01-30 04:34:54
479,Shenandoah,US,30.4013,-91.0009,42.89,70,0,1.01,2022-01-30 04:34:54
480,Vaitape,PF,-16.5167,-151.75,80.65,72,100,6.31,2022-01-30 04:34:54
481,Mao,ES,39.8885,4.2658,45.16,93,0,6.91,2022-01-30 04:34:54
482,Broome,US,42.2506,-75.833,9.05,83,40,5.99,2022-01-30 04:34:55
483,Bozhou,CN,33.8772,115.7703,43.88,43,2,4.63,2022-01-30 04:34:55
484,Skjervoy,NO,70.0311,20.9714,28.09,71,82,3.13,2022-01-30 04:34:56
485,Darnah,LY,32.767,22.6367,52.79,87,95,36.28,2022-01-30 04:34:56
486,Chimbote,PE,-9.0853,-78.5783,69.48,84,100,5.66,2022-01-30 04:34:56
487,Soe,ID,-9.8607,124.284,78.93,59,100,11.3,2022-01-30 04:34:57
488,Thai Binh,VN,20.45,106.3333,57.2,81,100,5.5,2022-01-30 04:34:57
489,Nemuro,JP,43.3236,145.575,21.63,52,27,14.16,2022-01-30 04:34:57
490,Oktyabrskoye,RU,43.0645,44.7417,15.94,86,25,6.71,2022-01-30 04:34:58
491,San Lawrenz,MT,36.0553,14.204,50.86,61,4,5.99,2022-01-30 04:34:58
492,Luis Correia,BR,-2.8792,-41.6669,75.43,88,100,6.29,2022-01-30 04:34:58
493,Mahibadhoo,MV,3.7833,72.9667,81.79,70,28,10.76,2022-01-30 04:34:59
494,Pasir Gudang,MY,1.4584,103.8805,89.71,57,75,6.91,2022-01-30 04:34:59
495,Athabasca,CA,54.7169,-113.2854,29.55,86,100,7.25,2022-01-30 04:31:08
496,Rio Gallegos,AR,-51.6226,-69.2181,46.45,81,75,13.8,2022-01-30 04:34:59
497,Gambo,CF,4.6482,22.2633,62.64,33,10,3.91,2022-01-30 04:35:00
498,Mwinilunga,ZM,-11.7358,24.4293,62.73,98,96,4.09,2022-01-30 04:35:00
499,Opuwo,NA,-18.0607,13.84,64.78,49,99,3.94,2022-01-30 04:35:00
500,Kilindoni,TZ,-7.9139,39.6668,77.99,84,99,8.81,2022-01-30 04:35:01
501,Aleksandrov Gay,RU,50.147,48.5704,32.32,97,100,16.35,2022-01-30 04:35:01
502,Murmino,RU,54.6036,40.0544,8.73,98,86,5.46,2022-01-30 04:35:01
503,Geraldton,AU,-28.7667,114.6,86.41,54,0,17.27,2022-01-30 04:35:02
504,Rundu,NA,-17.9333,19.7667,66.07,95,98,5.1,2022-01-30 04:35:02
505,Half Moon Bay,US,37.4636,-122.4286,54.97,77,0,11.5,2022-01-30 04:31:32
506,Burns Lake,CA,54.2331,-125.7533,27.82,97,77,3.94,2022-01-30 04:36:03
507,Sabha,LY,27.0377,14.4283,41.05,37,0,9.06,2022-01-30 04:36:03
508,Aqtobe,KZ,50.2797,57.2072,15.89,86,100,4.47,2022-01-30 04:36:03
509,Mata,PT,40.683,-7.4592,44.92,61,0,5.46,2022-01-30 04:36:04
510,Mercedes,AR,-34.6515,-59.4307,71.85,77,49,7.99,2022-01-30 04:36:04
511,Tynda,RU,55.1667,124.7167,0.97,71,61,7.58,2022-01-30 04:36:05
512,Spisska Nova Ves,SK,48.9446,20.5615,40.19,86,73,9.04,2022-01-30 04:36:05
513,Muroto,JP,33.2833,134.15,50.04,60,100,5.53,2022-01-30 04:36:05
514,Hasaki,JP,35.7333,140.8333,50.29,46,84,10.18,2022-01-30 04:36:06
515,Fort Nelson,CA,58.8053,-122.7002,2.79,78,100,8.05,2022-01-30 04:36:06
516,Venice,US,27.0998,-82.4543,44.15,68,0,5.75,2022-01-30 04:36:06
517,Marzuq,YE,14.4,46.4667,66.27,53,22,2.24,2022-01-30 04:36:07
518,Sisimiut,GL,66.9395,-53.6735,7.39,88,100,29.77,2022-01-30 04:36:07
519,Puerto Escondido,MX,15.85,-97.0667,77.83,69,0,0.0,2022-01-30 04:36:07
520,Caninde,BR,-4.3589,-39.3117,72.61,90,100,2.77,2022-01-30 04:36:07
521,Necochea,AR,-38.5473,-58.7368,73.04,63,45,14.03,2022-01-30 04:36:08
522,Wilmington,US,34.2257,-77.9447,28.9,48,0,8.05,2022-01-30 04:31:19
523,Meadow Lake,US,34.8014,-106.5436,40.15,36,68,3.2,2022-01-30 04:36:08
524,Cururupu,BR,-1.8283,-44.8683,72.03,98,100,2.57,2022-01-30 04:36:09
525,Acheng,CN,45.5454,126.977,12.13,85,65,6.31,2022-01-30 04:36:09
526,Sibenik,HR,43.7272,15.9058,38.86,81,21,4.14,2022-01-30 04:36:09
527,Port Augusta,AU,-32.5,137.7667,98.71,28,14,11.92,2022-01-30 04:36:10
528,Boguchany,RU,58.3814,97.4531,8.31,91,100,2.89,2022-01-30 04:36:10
529,Illapel,CL,-31.6308,-71.1653,62.67,80,2,3.04,2022-01-30 04:36:10
530,Dolores,AR,-36.3132,-57.6792,63.18,93,34,8.19,2022-01-30 04:36:11
531,Maxixe,MZ,-23.8597,35.3472,73.22,88,40,6.73,2022-01-30 04:36:11
532,Hailar,CN,49.2,119.7,-4.18,90,48,2.19,2022-01-30 04:36:12
533,Hovd,MN,48.0056,91.6419,-6.16,80,32,3.4,2022-01-30 04:36:12
534,Fairbanks,US,64.8378,-147.7164,-18.44,76,0,0.0,2022-01-30 04:36:12
535,Borogontsy,RU,62.6683,131.1683,-19.26,91,63,1.3,2022-01-30 04:36:13
536,Russkaya Polyana,UA,49.417,31.9201,27.25,86,100,17.76,2022-01-30 04:36:13
537,Ouango,CF,4.3133,22.5552,63.03,36,6,4.23,2022-01-30 04:36:13
538,Srivardhan,IN,18.0333,73.0167,81.34,30,40,3.58,2022-01-30 04:36:14
539,Brits,ZA,-25.6347,27.7802,67.73,84,99,3.51,2022-01-30 04:36:14
540,Llanes,ES,43.4198,-4.7549,49.59,62,6,8.3,2022-01-30 04:36:15
541,Belle Fourche,US,44.6714,-103.8522,40.08,48,50,5.44,2022-01-30 04:36:15
542,Vung Tau,VN,10.346,107.0843,80.46,75,62,10.76,2022-01-30 04:31:53
543,Amahai,ID,-3.3333,128.9167,87.44,62,99,3.91,2022-01-30 04:36:16
544,Storslett,NO,69.7678,21.0247,17.71,75,92,6.4,2022-01-30 04:36:16
545,Ust-Kuyga,RU,70.0167,135.6,-31.52,100,98,7.63,2022-01-30 04:36:16
546,Sault Sainte Marie,CA,46.5168,-84.3333,15.89,78,100,6.91,2022-01-30 04:32:10
547,Northam,GB,51.0333,-4.2167,41.31,92,55,3.04,2022-01-30 04:36:17
548,Guanica,PR,17.9716,-66.908,74.91,87,1,3.0,2022-01-30 04:36:17
549,Axim,GH,4.8699,-2.2405,77.27,90,31,2.13,2022-01-30 04:36:17
550,Narasannapeta,IN,18.4167,84.05,74.08,46,23,4.34,2022-01-30 04:36:18
551,Jinxiang,CN,27.4327,120.6062,49.32,62,86,12.93,2022-01-30 04:36:19
552,Ranong,TH,9.9658,98.6348,87.73,54,39,6.96,2022-01-30 04:37:19
553,Banjarmasin,ID,-3.3244,114.591,89.74,50,100,4.14,2022-01-30 04:37:20
554,Chicama,PE,-7.8447,-79.1469,64.94,77,97,5.53,2022-01-30 04:37:20
555,Severo-Kurilsk,RU,50.6789,156.125,25.05,90,100,13.53,2022-01-30 04:37:21
556,Hobyo,SO,5.3505,48.5268,76.75,69,75,17.69,2022-01-30 04:37:21
557,Ishigaki,JP,24.3448,124.1572,64.53,94,75,12.66,2022-01-30 04:37:22
558,Sorada,IN,19.75,84.4333,76.33,24,1,1.25,2022-01-30 04:37:22
559,Suez,EG,29.9737,32.5263,49.3,66,3,1.23,2022-01-30 04:37:22
560,Louis Trichardt,ZA,-23.0439,29.9032,64.33,95,100,8.3,2022-01-30 04:37:23
561,Tabas,IR,33.5959,56.9244,47.34,32,0,7.4,2022-01-30 04:37:23
562,Matagami,CA,49.7502,-77.6328,-14.69,84,0,4.61,2022-01-30 04:37:24
563,Kiboga,UG,0.9161,31.7742,66.9,43,57,0.87,2022-01-30 04:37:24
564,Ca Mau,VN,9.1769,105.15,93.67,40,50,6.26,2022-01-30 04:37:24
565,Weligama,LK,5.9667,80.4167,86.52,55,6,4.97,2022-01-30 04:37:25
566,Maltahohe,NA,-24.8333,16.9833,69.6,62,82,20.0,2022-01-30 04:37:25
567,Bunbury,AU,-33.3333,115.6333,87.64,41,2,14.54,2022-01-30 04:37:26
568,Champerico,GT,14.3,-91.9167,78.28,71,77,1.48,2022-01-30 04:37:26
569,Strelka,RU,58.0728,93.0344,7.32,92,100,2.06,2022-01-30 04:37:26
570,Belyy Yar,RU,53.6039,91.3903,-14.91,76,40,0.0,2022-01-30 04:37:27
571,Gimli,CA,50.6336,-96.9907,-0.38,85,67,9.22,2022-01-30 04:37:27
572,Esmeralda,CU,21.8525,-78.1169,63.64,63,49,8.86,2022-01-30 04:37:27
573,Panama City,PA,8.9936,-79.5197,79.05,80,100,5.75,2022-01-30 04:37:28
574,Salalah,OM,17.0151,54.0924,74.41,47,74,2.13,2022-01-30 04:37:28
575,Tubuala,PA,9.5167,-79.0333,76.33,76,32,15.05,2022-01-30 04:37:29
576,Vestmanna,FO,62.1564,-7.1664,31.12,74,100,1.14,2022-01-30 04:37:29
577,Vanavara,RU,60.34,102.2797,2.48,89,100,4.52,2022-01-30 04:37:30
578,Les Cayes,HT,18.2,-73.75,72.23,85,27,6.11,2022-01-30 04:37:30
579,Phalaborwa,ZA,-23.943,31.1411,70.88,78,100,9.33,2022-01-30 04:33:55
580,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,75,4.47,2022-01-30 04:37:31
581,Mosetse,BW,-20.75,26.65,68.99,79,97,18.23,2022-01-30 04:37:31
582,Aban,RU,56.67,96.06,1.96,93,100,3.4,2022-01-30 04:37:32
583,Zhanaozen,KZ,43.3,52.8,35.35,67,99,13.6,2022-01-30 04:37:32
584,Mandera,KE,3.9366,41.867,76.82,40,20,8.37,2022-01-30 04:37:33
585,San Policarpo,PH,12.1791,125.5072,82.98,74,9,8.48,2022-01-30 04:37:33
586,Qiongshan,CN,20.0058,110.3542,62.58,94,100,11.18,2022-01-30 04:37:33
587,Flin Flon,CA,54.7682,-101.865,-1.08,100,89,3.87,2022-01-30 04:37:34
588,Svetlaya,RU,46.5389,138.3297,11.07,49,12,7.61,2022-01-30 04:37:34
589,Scarborough,GB,54.2797,-0.4044,40.53,82,23,1.01,2022-01-30 04:37:35
