City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,West Wendover,US,40.7391,-114.0733,29.68,58,65,1.5,broken clouds
348,Antalaha,MG,-14.9003,50.2788,88.07,54,100,5.08,overcast clouds
349,Kiboga,UG,0.9161,31.7742,78.62,35,100,4.43,overcast clouds
350,Takaka,NZ,-40.85,172.8,60.98,90,100,8.05,light rain
351,Kampene,CD,-3.6,26.6667,74.62,76,100,4.21,overcast clouds
352,Palembang,ID,-2.9167,104.7458,86.09,66,75,10.36,broken clouds
353,Urumqi,CN,43.801,87.6005,5.95,85,100,4.47,mist
354,Magadan,RU,59.5667,150.8,-2.47,68,0,11.56,clear sky
355,Yukamenskoye,RU,57.8865,52.2416,24.4,94,100,8.55,overcast clouds
356,Komsomolskiy,UZ,40.4272,71.7189,44.02,33,0,2.3,clear sky
357,Fomboni,KM,-12.28,43.7425,83.12,72,38,19.42,scattered clouds
358,Vikhorevka,RU,56.1201,101.1636,18.99,91,100,10.83,light snow
359,Poum,NC,-20.2333,164.0167,81.25,72,77,10.02,broken clouds
360,Luganville,VU,-15.5333,167.1667,79.59,87,100,6.93,overcast clouds
361,Manzhouli,CN,49.6,117.4333,4.91,82,100,11.59,overcast clouds
362,Puerto Madryn,AR,-42.7692,-65.0385,57.69,57,66,15.79,broken clouds
363,Marabba,SD,12.35,32.1833,70.5,17,100,19.91,overcast clouds
364,Kununurra,AU,-15.7667,128.7333,85.98,70,100,4.61,overcast clouds
365,Cap-Aux-Meules,CA,47.3821,-61.8597,24.82,93,100,21.85,overcast clouds
366,Benguela,AO,-12.5763,13.4055,78.93,56,93,1.34,overcast clouds
367,Virginia Beach,US,36.8529,-75.978,39.25,90,100,3.0,overcast clouds
368,Maues,BR,-3.3836,-57.7186,70.92,99,100,1.95,heavy intensity rain
369,Lundazi,ZM,-12.2929,33.1782,65.57,88,100,4.97,overcast clouds
370,Tanda,IN,26.55,82.65,66.13,48,11,8.5,few clouds
371,Ostrovnoy,RU,68.0531,39.5131,15.57,82,100,29.17,overcast clouds
372,Port Hardy,CA,50.6996,-127.4199,44.76,93,100,2.3,light intensity drizzle
373,Shimoda,JP,34.6667,138.95,46.76,49,17,29.84,few clouds
374,Zima,RU,53.9202,102.0442,15.37,83,100,4.05,overcast clouds
375,Pleasant Point,NZ,-44.2667,171.1333,55.27,78,100,1.34,overcast clouds
376,Sorong,ID,-0.8833,131.25,83.97,74,77,16.49,broken clouds
377,Waw,SS,7.7029,27.9953,79.86,13,100,10.02,overcast clouds
378,Biltine,TD,14.5333,20.9167,66.88,16,5,21.23,clear sky
379,Karasjok,NO,69.4719,25.5112,17.71,93,100,11.18,overcast clouds
380,Neuquen,AR,-38.9516,-68.0591,59.65,56,95,12.12,overcast clouds
381,Kahului,US,20.8947,-156.47,74.84,84,40,9.22,scattered clouds
382,Barmer,IN,25.75,71.3833,75.58,26,0,10.78,clear sky
383,La Ligua,CL,-32.4524,-71.2311,56.98,84,0,1.48,clear sky
384,Charters Towers,AU,-20.1,146.2667,86.29,38,63,12.5,broken clouds
385,Berlevag,NO,70.8578,29.0864,20.75,81,100,21.43,overcast clouds
386,Pilar,BR,-9.5972,-35.9567,73.33,86,28,3.24,scattered clouds
387,Igrim,RU,63.1906,64.4162,4.08,93,100,1.16,overcast clouds
388,Vila,PT,42.0304,-8.1588,39.33,86,53,5.82,broken clouds
389,Mollendo,PE,-17.0231,-72.0147,68.77,85,72,6.46,broken clouds
390,Valdepenas,ES,38.7621,-3.3848,44.02,77,100,2.42,overcast clouds
391,Pacific Grove,US,36.6177,-121.9166,52.83,56,0,1.01,clear sky
392,Ekhabi,RU,53.5102,142.9671,2.71,94,100,21.56,light snow
393,Sola,VU,-13.8833,167.55,82.13,78,100,20.22,overcast clouds
394,Tripoli,LY,32.8752,13.1875,58.53,41,9,15.26,clear sky
395,Manali,IN,13.1667,80.2667,86.09,74,93,10.25,overcast clouds
396,Montrose,US,38.4166,-108.2673,17.94,72,2,3.49,clear sky
397,Krasnoselkup,RU,65.7,82.4667,15.91,95,100,9.51,overcast clouds
398,Waddan,LY,29.1614,16.139,55.54,32,3,3.89,clear sky
399,Acarau,BR,-2.8856,-40.12,76.98,87,61,8.88,broken clouds
400,Barra Do Garcas,BR,-15.89,-52.2567,71.46,94,100,2.39,overcast clouds
401,Khandbari,NP,27.3747,87.2039,57.69,61,43,7.2,scattered clouds
402,Laguna,US,38.421,-121.4238,52.65,79,0,0.0,clear sky
403,Salou,ES,41.0766,1.1416,54.16,68,20,5.01,few clouds
404,Ucluelet,CA,48.9329,-125.5528,46.09,91,63,5.01,broken clouds
405,Tautira,PF,-17.7333,-149.15,80.62,70,5,15.23,clear sky
406,Spring Valley,US,36.108,-115.245,46.29,31,0,4.61,clear sky
407,Utinga,BR,-5.8172,-35.3954,75.6,94,20,3.44,few clouds
408,Severo-Kurilsk,RU,50.6789,156.125,29.14,90,99,11.7,light snow
409,Turbat,PK,26.0023,63.044,77.77,15,0,8.79,clear sky
410,Timmendorfer Strand,DE,54.0,10.7833,36.34,82,7,18.7,clear sky
411,Rawson,AR,-43.3002,-65.1023,56.64,61,72,15.37,broken clouds
412,Naryan-Mar,RU,67.6713,53.087,-10.55,100,99,6.91,overcast clouds
413,Dingle,PH,10.9995,122.6711,79.93,79,77,15.43,broken clouds
414,Huanan,CN,46.2167,130.5167,4.57,93,100,10.22,overcast clouds
415,Hamilton,US,39.1834,-84.5333,20.98,87,100,1.99,overcast clouds
416,Lavrentiya,RU,65.5833,-171.0,-11.36,92,4,8.52,clear sky
417,Pueblo Nuevo,MX,23.3833,-105.3833,40.01,53,0,9.46,clear sky
418,Strausberg,DE,52.5786,13.8874,39.69,86,100,17.81,overcast clouds
419,Sweetwater,US,25.7634,-80.3731,74.01,92,0,3.44,clear sky
420,Muskegon,US,43.3,-86.1334,14.92,88,0,4.61,clear sky
421,Asau,RO,46.4333,26.4,38.95,52,100,6.46,overcast clouds
422,Marzuq,YE,14.4,46.4667,82.22,15,10,2.1,clear sky
423,Gizo,SB,-8.103,156.8419,84.36,72,71,6.4,broken clouds
424,Bom Jesus,BR,-9.0744,-44.3586,71.02,82,72,0.63,broken clouds
425,Ilorin,NG,8.5,4.55,66.56,55,2,0.0,haze
426,Honningsvag,NO,70.9821,25.9704,24.62,73,16,19.82,light snow
427,Svetlyy,RU,54.675,20.1347,37.45,85,100,22.88,overcast clouds
428,Germantown,US,39.1732,-77.2717,32.49,78,100,1.01,overcast clouds
429,Rincon,US,32.296,-81.2354,55.85,90,100,1.01,overcast clouds
430,Karratha,AU,-20.7377,116.8463,89.98,61,58,16.24,broken clouds
431,Mala Bilozerka,UA,47.2474,34.9346,26.51,66,7,1.79,clear sky
432,Cheremshan,RU,54.6667,51.5,28.11,94,100,7.4,overcast clouds
433,Plettenberg Bay,ZA,-34.0527,23.3716,71.56,62,0,9.75,clear sky
434,Douglas,US,41.3,-96.167,15.98,51,0,1.01,clear sky
435,Cedar City,US,37.6775,-113.0619,24.4,63,0,3.44,clear sky
436,Vilyuysk,RU,63.7553,121.6247,-20.36,100,97,3.06,overcast clouds
437,Axim,GH,4.8699,-2.2405,80.62,78,4,1.63,clear sky
438,Haikou,CN,20.0458,110.3417,60.93,82,75,11.18,broken clouds
439,Panjab,AF,34.388,67.0233,29.46,52,82,0.47,broken clouds
440,Gilbert,US,33.3528,-111.789,54.1,28,0,3.0,clear sky
441,Buala,SB,-8.145,159.5921,82.15,82,33,6.24,scattered clouds
442,Denpasar,ID,-8.65,115.2167,84.63,68,98,10.49,overcast clouds
443,Santiago,CL,-33.4569,-70.6483,70.99,51,0,8.05,clear sky
444,Shitanjing,CN,39.2342,106.3439,20.25,29,100,4.7,overcast clouds
445,Gander,CA,48.9682,-54.5906,19.78,92,100,10.0,overcast clouds
446,Anton Lizardo,MX,19.05,-95.9833,58.21,71,100,31.0,overcast clouds
447,Ballina,AU,-28.8667,153.5667,75.38,60,75,19.57,broken clouds
448,Bahia Blanca,AR,-38.7196,-62.2724,63.19,79,100,18.7,moderate rain
449,Lata,PT,40.1629,-8.3327,41.41,95,72,3.51,broken clouds
450,Alofi,NU,-19.0595,-169.9187,75.09,94,100,5.75,overcast clouds
451,Yatou,CN,37.15,122.3833,30.52,43,15,16.78,few clouds
452,Pemangkat,ID,1.1667,108.9667,81.18,82,100,13.13,overcast clouds
453,Vilcun,CL,-38.65,-72.2333,48.94,99,28,2.08,scattered clouds
454,Vilhena,BR,-12.7406,-60.1458,67.57,97,97,3.13,overcast clouds
455,Okato,NZ,-39.2,173.8833,68.92,97,100,8.57,light rain
456,Bonavista,CA,48.6499,-53.1147,30.11,95,100,24.65,snow
457,Pittsfield,US,42.4501,-73.2454,20.25,86,100,1.99,mist
458,Mookane,BW,-23.688,26.6595,77.85,56,88,14.27,light rain
459,Saryg-Sep,RU,51.5,95.6,3.07,89,72,2.91,broken clouds
460,Kirakira,SB,-10.4544,161.9205,81.95,84,100,6.58,overcast clouds
461,Santona,ES,43.4439,-3.4576,52.07,77,100,5.48,overcast clouds
462,Doha,QA,25.2867,51.5333,78.78,29,0,8.05,clear sky
463,Baiyin,CN,36.5583,104.2081,22.08,76,100,11.3,overcast clouds
464,Burkburnett,US,34.0979,-98.5706,23.45,86,0,9.22,clear sky
465,Saint-Joseph,RE,-21.3667,55.6167,88.18,81,100,17.47,light rain
466,Jalu,LY,29.0331,21.5482,53.15,66,0,2.82,clear sky
467,Beloha,MG,-25.1667,45.05,89.94,48,95,19.93,overcast clouds
468,Nishihara,JP,26.1842,127.7558,60.46,51,75,21.85,broken clouds
469,Jadu,LY,31.953,12.0261,51.67,27,29,9.6,scattered clouds
470,Filadelfia,US,39.9523,-75.1638,29.17,77,75,8.01,broken clouds
471,Qandala,SO,11.472,49.8728,81.88,39,3,5.95,clear sky
472,Zyryanskoye,RU,56.8306,86.6258,20.5,81,100,14.56,overcast clouds
473,Iquique,CL,-20.2208,-70.1431,64.44,75,8,1.39,clear sky
474,Saint Anthony,US,45.0205,-93.218,-1.07,74,40,5.75,scattered clouds
475,Talcahuano,CL,-36.7167,-73.1167,56.88,77,0,9.22,clear sky
476,Tungor,RU,53.3808,142.9564,2.44,94,100,21.92,light snow
477,San Mateo Ixtatan,GT,15.8319,-91.4781,40.55,95,49,3.04,scattered clouds
478,Rio Gallegos,AR,-51.6226,-69.2181,50.05,66,0,19.57,clear sky
479,Leh,IN,34.1667,77.5833,5.67,82,63,1.5,broken clouds
480,Mul,IN,20.0667,79.6667,82.83,12,100,1.7,overcast clouds
481,Moroceli,HN,14.1167,-86.8667,70.63,91,53,4.0,broken clouds
482,Boa Vista,BR,2.8197,-60.6733,78.78,69,0,11.5,clear sky
483,Bowen,AU,-20.0167,148.2333,82.62,69,99,21.45,overcast clouds
484,State College,US,40.7934,-77.86,22.39,87,100,1.99,overcast clouds
485,Victoria,HK,22.2855,114.1577,66.18,72,67,1.01,broken clouds
486,Ouegoa,NC,-20.35,164.4333,80.24,77,97,7.52,overcast clouds
487,Goundam,ML,16.4145,-3.6708,62.58,14,0,10.02,clear sky
488,Champerico,GT,14.3,-91.9167,77.04,72,0,3.02,clear sky
489,Nassau,US,40.7507,-73.5829,28.06,79,100,4.0,overcast clouds
490,Rybnoye,RU,54.7256,39.5119,10.33,95,61,7.49,broken clouds
491,Astoria,US,46.1879,-123.8313,44.85,95,100,3.44,overcast clouds
492,Apucarana,BR,-23.5508,-51.4608,68.13,98,100,3.27,overcast clouds
493,Maunabo,PR,18.0072,-65.8993,71.71,90,62,9.55,broken clouds
494,Xai-Xai,MZ,-25.0519,33.6442,84.56,59,8,14.05,light rain
495,Talara,PE,-4.5772,-81.2719,72.73,77,76,12.84,broken clouds
496,Labuan,MY,5.2767,115.2417,87.96,74,20,7.0,few clouds
497,Meulaboh,ID,4.1363,96.1285,85.15,65,78,9.22,broken clouds
498,Mfou,CM,3.7159,11.6427,69.66,100,75,2.3,mist
499,Kushnarenkovo,RU,55.105,55.3508,25.18,84,100,5.01,light snow
500,Kochubey,RU,44.3861,46.5825,36.41,71,100,19.53,overcast clouds
501,Opuwo,NA,-18.0607,13.84,73.18,42,100,0.85,overcast clouds
502,Fort Walton Beach,US,30.4058,-86.6188,37.42,91,100,9.22,overcast clouds
503,Hastings,GB,50.8552,0.5729,40.28,78,58,12.59,broken clouds
504,Cap Malheureux,MU,-19.9842,57.6142,84.69,78,100,15.99,overcast clouds
505,Caruray,PH,10.3094,119.0128,82.89,70,80,15.03,broken clouds
506,Iwaki,JP,37.05,140.8833,35.02,46,3,5.99,clear sky
507,Sendenhorst,DE,51.8333,7.8333,39.61,76,84,15.1,broken clouds
508,Goya,AR,-29.14,-59.2626,71.49,74,99,4.79,overcast clouds
509,Ayan,RU,56.45,138.1667,-1.39,69,100,14.99,overcast clouds
510,Arman,RU,59.7,150.1667,-3.57,71,0,13.09,clear sky
511,Kudahuvadhoo,MV,2.6708,72.8944,82.22,71,1,13.38,clear sky
512,Stevens Point,US,44.5236,-89.5746,2.19,77,0,4.61,clear sky
513,Tigzirt,DZ,36.8886,4.1198,56.8,66,92,5.44,overcast clouds
514,Rio Grande,BR,-32.035,-52.0986,69.94,92,100,6.64,overcast clouds
515,Yafran,LY,32.0633,12.5286,52.18,28,12,8.37,few clouds
516,Paraiso,CR,9.8383,-83.8656,63.46,100,71,4.05,broken clouds
517,Eregli,TR,37.5133,34.0467,25.27,83,39,3.62,scattered clouds
518,Solvychegodsk,RU,61.3305,46.9156,6.42,93,73,2.89,broken clouds
519,Charcas,MX,23.1333,-101.1167,38.01,88,42,7.54,scattered clouds
520,Hay River,CA,60.8156,-115.7999,-9.42,77,100,8.05,light snow
521,Taltal,CL,-25.4,-70.4833,65.53,78,0,1.59,clear sky
522,Shirokiy,RU,49.758,129.523,1.11,92,100,6.4,overcast clouds
523,Nuuk,GL,64.1835,-51.7216,7.41,85,100,9.22,light snow
524,Tynda,RU,55.1667,124.7167,2.88,72,55,11.14,broken clouds
525,Castrillon,ES,43.3979,-6.7922,43.34,95,93,2.8,overcast clouds
526,Palestine,PS,31.9216,35.2033,44.47,96,85,13.49,overcast clouds
527,Tefe,BR,-3.3542,-64.7114,71.58,100,100,0.65,heavy intensity rain
528,Belogorsk,RU,50.9158,128.4611,2.89,90,99,3.4,overcast clouds
529,Luis Correia,BR,-2.8792,-41.6669,76.39,89,91,9.04,light rain
530,Hurghada,EG,27.2574,33.8129,60.84,39,0,13.8,clear sky
531,Myitkyina,MM,25.3833,97.4,72.01,49,100,1.99,overcast clouds
532,Kamenka,RU,51.3223,42.7678,17.74,93,92,9.82,overcast clouds
533,Imbituba,BR,-28.24,-48.6703,78.69,94,100,5.75,overcast clouds
534,Lagoa,PT,39.05,-27.9833,58.19,77,46,20.56,scattered clouds
535,Tambun,ID,-6.2641,107.0712,84.49,100,40,4.61,scattered clouds
536,Bukama,CD,-9.2,25.85,73.67,82,100,1.34,overcast clouds
537,Achutupo,PA,9.2,-77.9833,77.56,87,100,10.83,overcast clouds
538,Puerto Del Rosario,ES,28.5004,-13.8627,62.28,67,0,5.75,clear sky
539,Nador,MA,35.174,-2.9287,61.05,55,0,6.91,clear sky
540,Kapit,MY,2.0167,112.9333,90.5,52,94,0.72,overcast clouds
541,Ossora,RU,59.2353,163.0719,4.71,86,65,10.25,broken clouds
542,Dunedin,NZ,-45.8742,170.5036,55.8,61,67,1.99,broken clouds
543,Shetpe,KZ,44.1667,52.1167,34.2,95,100,18.54,overcast clouds
544,Osa,RU,57.2829,55.4567,33.4,96,100,3.29,light snow
545,Coaldale,CA,49.7167,-112.6185,39.81,48,40,28.77,scattered clouds
546,Shingu,JP,33.7333,135.9833,42.91,50,7,13.91,clear sky
547,Zhigansk,RU,66.7697,123.3711,-30.1,100,100,4.74,overcast clouds
548,Bunia,CD,1.5667,30.25,77.52,35,100,7.7,overcast clouds
549,New Ulm,US,44.3125,-94.4605,-0.44,79,100,3.44,overcast clouds
550,San Quintin,MX,30.4833,-115.95,54.61,41,10,2.95,clear sky
551,Klaksvik,FO,62.2266,-6.589,34.72,97,100,19.19,light snow
552,Half Moon Bay,US,37.4636,-122.4286,55.02,67,0,0.0,clear sky
553,Nantucket,US,41.2835,-70.0995,32.14,93,100,19.08,snow
554,Batesville,US,35.7698,-91.641,27.01,63,0,0.0,clear sky
555,Genhe,CN,50.7833,121.5167,5.45,78,100,7.0,overcast clouds
556,Kieta,PG,-6.2167,155.6333,82.8,81,62,9.71,broken clouds
557,Pasighat,IN,28.0667,95.3333,58.91,88,100,3.06,overcast clouds
558,Kjopsvik,NO,68.097,16.3742,31.17,81,68,12.75,broken clouds
559,Askino,RU,56.0901,56.5783,32.0,83,100,2.33,overcast clouds
560,Houma,US,29.5958,-90.7195,36.0,79,34,11.01,scattered clouds
561,Hokitika,NZ,-42.7167,170.9667,56.25,88,100,6.96,light rain
562,Doka,SD,13.5167,35.7667,75.11,34,20,12.71,few clouds
563,Bandundu,CD,-3.3167,17.3667,77.65,80,100,2.48,overcast clouds
564,Dezful,IR,32.3811,48.4058,61.18,37,0,10.47,clear sky
565,Bouloupari,NC,-21.8667,166.05,82.31,87,100,6.26,overcast clouds
566,Malpe,IN,13.35,74.7167,83.5,54,99,10.36,overcast clouds
567,Kalemie,CD,-5.9475,29.1947,73.42,83,98,1.74,moderate rain
568,Agadez,NE,19.75,10.25,55.35,31,0,10.2,clear sky
569,Salalah,OM,17.0151,54.0924,78.89,57,20,6.91,few clouds
570,Lazarev,RU,52.225,141.5131,9.18,78,100,14.81,overcast clouds
571,Mackenzie,CA,55.2999,-123.1698,39.42,70,0,3.44,clear sky
572,Breyten,ZA,-26.3018,29.987,56.19,92,100,9.75,overcast clouds
573,Manthani,IN,18.65,79.6667,82.44,16,100,5.75,overcast clouds
574,Goure,NE,13.9835,10.2704,62.02,22,6,19.69,clear sky
575,Rio Tercero,AR,-32.173,-64.1141,64.8,65,14,11.7,few clouds
576,Betioky,MG,-23.7167,44.3833,96.82,30,100,6.11,overcast clouds
577,Richards Bay,ZA,-28.783,32.0377,72.23,87,100,10.63,light rain
578,Tatarsk,RU,55.219,75.9828,19.02,82,100,9.01,overcast clouds
579,Ambulu,ID,-8.345,113.6058,83.8,72,91,5.53,overcast clouds
580,Tongchuan,CN,35.0806,109.0897,32.63,50,100,8.23,light snow
581,Mikumi,TZ,-7.4041,36.9831,70.25,96,100,3.42,overcast clouds
582,Rapid Valley,US,44.0625,-103.1463,45.45,50,0,3.44,clear sky
583,Waingapu,ID,-9.6567,120.2641,86.54,67,99,14.72,overcast clouds
584,Khandyga,RU,62.6667,135.6,-32.85,99,100,1.19,overcast clouds
585,Hakui,JP,36.8833,136.7833,33.24,71,100,10.78,light snow
586,Weligama,LK,5.9667,80.4167,85.03,61,27,7.87,scattered clouds
587,Pervomayskoye,RU,43.919,46.7102,36.7,69,100,17.47,overcast clouds
588,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.39,91,98,11.41,overcast clouds
589,Sawtell,AU,-30.3833,153.1,73.72,60,40,20.71,scattered clouds
590,Santa Luzia,BR,-19.7697,-43.8514,71.94,83,40,0.0,scattered clouds
591,Aykhal,RU,66.0,111.5,-20.6,100,73,5.86,broken clouds
592,Nyurba,RU,63.2842,118.3319,-7.73,98,100,3.4,overcast clouds
593,Sioux Lookout,CA,50.1001,-91.917,-12.62,83,20,3.44,few clouds
594,Zhanaozen,KZ,43.3,52.8,37.0,87,100,18.72,overcast clouds
595,Kimbe,PG,-5.5502,150.1429,81.34,81,72,5.75,broken clouds
596,Haines Junction,CA,60.7522,-137.5108,-9.45,77,100,3.44,overcast clouds
597,Galesong,ID,-5.3166,119.3661,86.02,71,96,10.78,light rain
598,Carutapera,BR,-1.195,-46.02,74.89,93,100,3.24,overcast clouds
599,Loiza,PR,18.4313,-65.8802,71.96,91,40,3.44,scattered clouds
600,Vestmannaeyjar,IS,63.4427,-20.2734,31.68,80,100,30.18,heavy snow
601,Chulman,RU,56.8479,124.9104,-3.5,93,100,7.63,overcast clouds
602,Moose Factory,CA,51.2585,-80.6094,-20.2,69,0,3.44,clear sky
603,Murgab,TM,37.4966,61.9714,71.47,12,40,18.41,dust
604,Zyryanka,RU,65.75,150.85,-37.62,100,22,2.28,few clouds
605,Luau,AO,-10.7073,22.2247,70.12,79,99,3.49,overcast clouds
606,Christchurch,NZ,-43.5333,172.6333,54.91,91,100,1.99,moderate rain
607,Diamantino,BR,-14.4086,-56.4461,70.93,93,39,3.31,scattered clouds
608,Mae Hong Son,TH,19.3003,97.9685,86.14,48,75,2.3,moderate rain
609,Bay Roberts,CA,47.5999,-53.2648,34.34,97,100,4.32,snow
610,Koubia,GN,11.5833,-11.9,65.17,22,0,3.29,clear sky
611,Longhua,CN,23.6137,114.1919,61.3,59,88,3.44,overcast clouds
612,Zyryanovsk,KZ,49.7386,84.2719,5.86,82,5,1.21,clear sky
613,Morehead,US,37.2711,-87.1764,17.35,93,0,0.0,clear sky
614,Deputatskiy,RU,69.3,139.9,-29.47,99,48,3.27,scattered clouds
615,Surt,LY,31.2089,16.5887,56.34,48,15,12.77,few clouds
616,Altay,CN,47.8667,88.1167,18.61,73,0,1.57,clear sky
617,Anadyr,RU,64.75,177.4833,0.1,71,0,2.24,clear sky
618,Merrill,US,45.1805,-89.6835,-4.05,80,0,0.0,clear sky
619,Moree,AU,-29.4667,149.85,82.42,24,22,12.66,few clouds
620,Socorro,US,31.6546,-106.3033,32.38,64,0,0.0,clear sky
621,Mitsamiouli,KM,-11.3847,43.2844,84.49,79,40,9.22,moderate rain
622,Santa Rosa,PH,14.3122,121.1114,87.78,62,94,18.01,overcast clouds
623,Xining,CN,36.6167,101.7667,20.73,55,100,7.99,overcast clouds
624,Pisco,PE,-13.7,-76.2167,66.25,82,0,4.61,clear sky
625,Cascais,PT,38.6979,-9.4215,52.97,78,20,1.01,few clouds
626,Vung Tau,VN,10.346,107.0843,81.5,71,100,23.69,overcast clouds
627,Sakaiminato,JP,35.55,133.2333,33.78,75,75,29.93,broken clouds
628,Kargasok,RU,59.0556,80.8572,24.94,94,100,9.75,overcast clouds
629,Irbil,IQ,36.1926,44.0106,48.02,87,75,6.91,broken clouds
630,Fria,GN,10.4167,-13.5833,67.23,67,0,2.33,clear sky
631,Kiunga,PG,-6.1219,141.2906,83.41,72,100,5.7,overcast clouds
632,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,80,100,10.49,overcast clouds
633,Atar,MR,20.5169,-13.0499,66.83,11,58,6.02,broken clouds
634,Khuzhir,RU,53.1939,107.3397,16.0,85,79,5.95,broken clouds
635,Sarkand,KZ,45.41,79.9186,29.26,71,2,2.01,clear sky
636,Sedalia,US,38.7045,-93.2283,17.51,49,0,4.61,clear sky
637,Polis,CY,35.0367,32.4264,57.02,77,2,8.03,clear sky
638,Felipe Carrillo Puerto,MX,19.5833,-88.05,69.48,97,24,1.7,few clouds
639,Oleksandrivka,UA,48.9634,32.2349,21.79,84,89,8.16,overcast clouds
640,Tumut,AU,-35.3,148.2167,77.99,41,83,10.98,broken clouds
641,Grindavik,IS,63.8424,-22.4338,27.07,86,100,41.43,snow
642,Vila Velha,BR,-20.3297,-40.2925,75.15,96,75,8.01,broken clouds
643,Tilichiki,RU,60.4667,166.1,-3.82,86,71,7.36,broken clouds
644,Yangambi,CD,0.8102,24.4336,84.49,51,100,2.75,overcast clouds
645,Znamenskoye,RU,57.1281,73.8282,25.5,83,100,6.33,overcast clouds
646,Idar,DE,49.7167,7.3,36.37,90,22,9.33,few clouds
647,Dunmore East,IE,52.1514,-6.9861,44.69,78,100,22.64,overcast clouds
648,Bairiki,KI,1.3292,172.9752,82.4,83,75,12.66,broken clouds
649,West Des Moines,US,41.572,-93.7453,4.24,75,0,3.0,clear sky
650,Candelaria,PH,13.9311,121.4233,81.39,68,55,12.93,broken clouds
651,Sacramento,US,38.4666,-121.3177,52.81,80,0,0.0,clear sky
652,Aqtobe,KZ,50.2797,57.2072,23.09,80,0,11.18,clear sky
653,Makow Mazowiecki,PL,52.8649,21.1005,41.02,82,100,21.99,overcast clouds
654,Newport,GB,51.5877,-2.9984,45.61,85,100,15.68,overcast clouds
655,Baruun-Urt,MN,46.6806,113.2792,10.36,79,4,7.83,clear sky
656,Kysyl-Syr,RU,63.8986,122.7617,-23.51,100,85,2.55,overcast clouds
657,Merauke,ID,-8.4667,140.3333,83.46,76,100,12.24,light rain
658,Daneasa,RO,44.15,24.5667,34.65,52,0,8.28,clear sky
659,Yarmouth,US,41.7057,-70.2286,32.14,96,100,13.8,snow
660,Saravan,AM,39.7196,45.6483,27.25,95,100,5.93,light snow
661,Sur,OM,22.5667,59.5289,81.21,28,3,4.47,clear sky
